date,day_num,dow,PRESDAY,STPATS,KDERBY,MEMDAY,INDDAY,LABORDAY,NCAABBALL,TREND,R1_COIN,R1_DROP,R1_RAKE,R2_COIN,R2_DROP,R2_RAKE,R3_COIN,R3_DROP,R3_RAKE
2009-02-13,11,Friday,0,0,0,0,0,0,0,2.39789527279837,2074450.7282299956,482049.1239719933,6520.579421325748,7503321.451745333,2677770.5794811896,22833.167877114643,7700763.319347393,240714.91515634637,3846.8742380140034
2009-02-14,12,Saturday,1,0,0,0,0,0,0,2.484906649788,2666647.9587770887,699061.2106324281,8093.9703489673175,11147765.254606752,3986402.4998190776,26929.105429688992,8537681.143244324,253156.6336509165,4725.273480248661
2009-02-15,13,Sunday,1,0,0,0,0,0,0,2.56494935746154,2371223.082581499,413145.4454099559,4637.146727237133,12738871.47381334,3153937.4560522563,24078.27255126032,7707131.505066945,167021.52976517868,3724.609864879545
2009-02-16,14,Monday,1,0,0,0,0,0,0,2.63905732961526,2066269.6989356654,274965.82204641605,3988.834951561303,11819463.732175512,894167.0317685999,19112.043632861125,5981005.197626464,129609.57866871952,3151.7414166366316
2009-02-17,15,Tuesday,0,0,0,0,0,0,0,2.70805020110221,1925213.3234291058,286738.81637141964,3354.3919307137953,7188768.017367132,1448802.9787910026,16011.322495249007,4144942.835109032,128351.03439487872,3124.376365490879
2009-02-18,16,Wednesday,0,0,0,0,0,0,0,2.77258872223978,1791302.2183240182,339256.74742079305,4015.2754108351783,5699312.932176412,2206905.1905886657,15261.738464048178,5390695.581647414,125719.26647914421,3425.2099796586376
2009-02-19,17,Thursday,0,0,0,0,0,0,0,2.83321334405622,2105315.3437952716,392052.9748623529,5164.458971807557,8143512.827273837,1204604.3786179437,21660.88911489534,4653066.166123994,136733.46019348406,4410.871123311419
2009-02-20,18,Friday,0,0,0,0,0,0,0,2.89037175789616,2387468.6221944457,492109.2586343573,8717.444562874463,10323516.83527639,2667411.541872955,33694.477919228586,6966728.630203776,178435.5203260623,6709.488293111286
2009-02-21,19,Saturday,0,0,0,0,0,0,0,2.94443897916644,2491135.30236082,532302.5983531795,8874.23456011254,10684182.272768054,10877568.79969074,35399.5818360487,6767748.800546548,186298.4139109474,6708.074831913814
2009-02-22,20,Sunday,0,0,0,0,0,0,0,2.99573227355399,1890377.0248693812,408840.40498732793,5558.66383951475,6140391.214380405,7676467.286985895,19403.29329887569,5812381.5761558255,139577.41783276584,5080.892563158317
2009-02-23,21,Monday,0,0,0,0,0,0,0,3.04452243772342,1944618.579827034,274382.7704305322,4044.7310003989533,3908062.974823227,8145220.709896213,16383.261718599913,4661744.9717620555,127212.2490697764,3647.234990129393
2009-02-24,22,Tuesday,0,0,0,0,0,0,0,3.09104245335832,1613023.735558598,256253.97257892173,4039.93409186217,4874756.980833539,4119097.756404146,16784.600566760608,3887288.093721548,135066.39087124812,3888.982630357681
2009-02-25,23,Wednesday,0,0,0,0,0,0,0,3.13549421592915,1932904.666952201,282016.72503166815,4062.1125668313093,4659582.6670408,1940829.1125608527,16089.120488661218,5022287.0701576,147429.06190374724,4413.851555403817
2009-02-26,24,Thursday,0,0,0,0,0,0,0,3.17805383034795,2278088.3081204095,316530.16485356796,5687.161112178234,5584223.1116681,4991121.897751397,16997.74160884244,4988676.655278241,148349.30859346164,4099.021546130129
2009-02-27,25,Friday,0,0,0,0,0,0,0,3.2188758248682,2813031.4015736077,481794.46745953517,8001.569562763416,8428454.372971432,4682204.250510324,21525.72895751756,7538111.34948907,228626.17127634055,4291.268226213971
2009-02-28,26,Saturday,0,0,0,0,0,0,0,3.25809653802148,2973501.788543289,656679.4786373593,9389.137524952419,12347448.836907266,6136854.749762966,28078.64874899119,7944559.757556038,219011.38420192967,5235.180585684188
2009-03-01,27,Sunday,0,0,0,0,0,0,0,3.29583686600433,2564617.8950006803,445548.4275100313,6140.532936127851,10037966.56640762,4207738.598260493,22883.93809243061,5857498.418390933,184969.9914576981,3697.95116952322
2009-03-02,28,Monday,0,0,0,0,0,0,0,3.3322045101752,2109421.040192779,333803.13485423615,4174.664176386957,6821839.528143563,4368346.074228464,16729.91675313396,4593512.357277339,154054.7843702486,2691.361284004636
2009-03-03,29,Tuesday,0,0,0,0,0,0,0,3.36729582998647,2015893.9766743444,298247.8196796594,3966.734477868958,7693062.054130991,2653343.7838488473,18973.91831828291,4759292.265331065,150708.26131965083,3406.9607417665065
2009-03-04,30,Wednesday,0,0,0,0,0,0,0,3.40119738166216,1837073.562136139,301471.07193588617,3697.8668256899336,4768159.084281269,3080119.4287189343,14958.22893970768,5996835.6851578755,149854.38814235703,3884.7522946369095
2009-03-05,31,Thursday,0,0,0,0,0,0,0,3.43398720448515,1945947.3433008392,361850.85229378234,4327.971252349581,4280385.675229268,2729753.602161608,20549.86887451329,5197550.934372204,150307.22707167984,3236.961311995039
2009-03-06,32,Friday,0,0,0,0,0,0,0,3.46573590279973,2408067.6893934715,560404.0342305087,6028.472692115434,5471348.672671248,2363261.1496655596,21013.683796459984,7089115.093675287,219370.3813400579,4204.268229161075
2009-03-07,33,Saturday,0,0,0,0,0,0,0,3.49650756146648,2632291.5385959744,661940.8741811734,9193.825656771725,9731905.516269524,3220009.5018492555,28135.0024561102,6724828.933938653,182185.0253424509,4927.70963377728
2009-03-08,34,Sunday,0,0,0,0,0,0,0,3.52636052461616,2170928.0444785655,390195.3784168819,4880.379821010016,9172058.165242113,1197031.0318242786,20542.430848469663,5159896.95819499,141055.16817928466,3560.488872360182
2009-03-09,35,Monday,0,0,0,0,0,0,0,3.55534806148941,2184204.6242499263,272914.74595000944,3703.053122906389,6149693.89607039,864580.7618129703,15764.702457006717,4280362.838802967,104610.63241457345,3135.820534116272
2009-03-10,36,Tuesday,0,0,0,0,0,0,0,3.58351893845611,2157066.537959527,271142.6943315179,4203.099432127413,5016105.00238689,924959.9419804963,14793.847316246736,4461475.439529988,118912.4433891954,2839.786302326153
2009-03-11,37,Wednesday,0,0,0,0,0,0,0,3.61091791264422,1695318.3288057977,307992.01042759075,4306.695932893458,4527496.022290535,864580.7618129703,16923.654309364232,5233526.846197973,99920.0379754566,3097.297444340925
2009-03-12,38,Thursday,0,0,0,0,0,0,0,3.63758615972639,2115807.0212892704,370751.5454183981,7053.6963556100145,5575272.536384859,864580.7618129703,22852.899017016836,4585132.138906712,127057.46564130475,3685.446276896933
2009-03-13,39,Friday,0,0,0,0,0,0,0,3.66356164612965,3234088.570157367,614098.6707282604,7909.575609006637,6801524.9922275795,913899.56580686,22358.083890419184,6526854.353509246,208749.61544934934,4845.952321963155
2009-03-14,40,Saturday,0,1,0,0,0,0,0,3.68887945411394,3710441.7015920887,820019.6336969829,8829.634296993892,7977781.374027318,1000862.888357762,25681.08330902708,8377260.90668422,258731.60082796958,6095.779396214026
2009-03-15,41,Sunday,0,1,0,0,0,0,0,3.71357206670431,3218662.345200171,537080.4957508252,4747.809019565778,5960653.6288009295,1156951.3953573327,20663.304146760005,6673959.664371601,191859.36131227727,4354.018778875185
2009-03-16,42,Monday,0,1,0,0,0,0,0,3.73766961828337,2379514.017552047,326919.28477979824,4211.570723022201,4476707.817621611,864580.7618129703,19643.952967819743,5762302.145708731,194061.49082704468,3248.1449360092774
2009-03-17,43,Tuesday,0,1,0,0,0,0,0,3.76120011569356,2594999.0615456,296517.9463484786,4750.390174773346,5059571.073564622,1751434.6502956103,20022.616345957624,5839501.666246923,165306.1854137399,2843.7879753222496
2009-03-18,44,Wednesday,0,0,0,0,0,0,0,3.78418963391826,1938028.2460154288,293922.1691729475,4081.424664327702,5042463.431846943,1601675.110392384,24691.263422199,5130116.1957253525,125266.06288572065,2947.1782495704715
2009-03-19,45,Thursday,0,0,0,0,0,0,1,3.80666248977032,1707620.0891234793,437291.2009816706,6205.966588976475,5096702.206890351,2197005.0571486373,26790.100214492726,5139681.083490539,133959.3655602255,3997.9719044417116
2009-03-20,46,Friday,0,0,0,0,0,0,1,3.8286413964891,2529491.8698188006,611906.7920202869,7790.00936229067,6734184.680764848,3379541.6132788076,36267.14115319395,7969672.8436495755,193384.78781591184,4936.141274490031
2009-03-21,47,Saturday,0,0,0,0,0,0,1,3.85014760171006,2581131.713654817,754203.9155755268,6552.628087767464,7696040.865865584,4052329.061355972,33724.45658535383,6489479.317856602,189870.5126896483,5005.319676530686
2009-03-22,48,Sunday,0,0,0,0,0,0,1,3.87120101090789,2043504.6879350338,525593.6167407448,6185.590225719669,4950158.240623796,4414547.354459635,24900.280010293896,5632840.083931726,156217.09746383445,4207.86544058189
2009-03-23,49,Monday,0,0,0,0,0,0,1,3.89182029811063,2125311.1600591247,344466.9651162598,5303.376702028575,3996771.138307747,2897664.7918111873,16656.464484830067,4744390.955427468,121614.0086589025,3532.9763059224415
2009-03-24,50,Tuesday,0,0,0,0,0,0,1,3.91202300542815,1817305.5986220639,291781.78569685086,4737.429107515763,4743595.226357496,1487131.219657195,19613.582592892562,4464389.716850845,104941.98577088202,3428.603763517517
2009-03-25,51,Wednesday,0,0,0,0,0,0,1,3.93182563272433,1862858.976843199,278821.1995913417,5305.045475737491,5706648.917202938,1145390.1353805116,16384.0999172958,4445718.614221861,98842.21670175344,2916.4525304458043
2009-03-26,52,Thursday,0,0,0,0,0,0,1,3.95124371858143,1913617.492069733,325543.2049096157,5847.626907644368,7439876.634695721,1710134.0960128163,21279.893760332918,4253139.676675181,113088.59730437369,3976.001007713691
2009-03-27,53,Friday,0,0,0,0,0,0,1,3.97029191355212,2535396.2311515827,485566.42707403674,7034.829840726692,12363337.650752729,7805764.029302193,20665.365482591158,6507935.735831093,221650.25785115865,6501.289582851806
2009-03-28,54,Saturday,0,0,0,0,0,0,1,3.98898404656427,2387506.9493165785,724633.9352047835,9579.81198157027,11206008.178058099,6343227.865557221,27190.44585624251,6811235.080761649,206980.90778585197,6854.771262917223
2009-03-29,55,Sunday,0,0,0,0,0,0,1,4.00733318523247,1691080.6861140542,501362.05790104077,6546.350628473326,8659924.384811658,4025527.0115765478,26563.537324727753,4689770.271639414,180117.6329693282,3602.770785792144
2009-03-30,56,Monday,0,0,0,0,0,0,1,4.02535169073515,1530709.7702397802,312557.2384193095,5286.3935162946755,5037964.182805923,2644521.073339487,19926.62661351431,4246886.652671686,136845.36081089012,2474.803561791536
2009-03-31,57,Tuesday,0,0,0,0,0,0,1,4.04305126783455,1491942.916287364,283315.5734877609,4456.640742711785,4464316.243379067,3958473.569098928,22661.20834822393,4018780.928708899,128113.98190883931,2610.4496250888096
2009-04-01,58,Wednesday,0,0,0,0,0,0,1,4.06044301054642,1451638.9009826516,317888.89862324216,4881.9052318869035,3236490.106139156,3483367.9774160306,17717.317131825705,5041246.563338117,119626.97950687185,2611.2545615675317
2009-04-02,59,Thursday,0,0,0,0,0,0,1,4.07753744390572,1648561.45170976,385347.9037195666,7395.160538543349,4795247.954907184,4084886.417988477,23572.757426706175,4871163.263713852,142492.8647153632,4041.8926909094534
2009-04-03,60,Friday,0,0,0,0,0,0,1,4.0943445622221,2007178.7958463675,580015.8110675872,8986.770718012698,7700300.192088509,7733209.190759116,25349.339483749503,6656676.564246771,225372.35334748254,4394.362262637564
2009-04-04,61,Saturday,0,0,0,0,0,0,1,4.11087386417331,2437671.745950777,739709.5959396887,8637.778397367896,9462013.382101584,3333369.983392783,24890.70901136476,8383807.499978174,210531.3100781176,5462.127855045943
2009-04-05,62,Sunday,0,0,0,0,0,0,1,4.12713438504509,2369256.101884618,506228.5298080286,8827.102373438298,4958754.61658116,3587968.5013646055,25620.813841786658,4912220.352727045,142742.56715525762,4109.777621520332
2009-04-06,63,Monday,0,0,0,0,0,0,1,4.14313472639153,1875368.1896774813,337169.8174010092,5443.739665450917,3837922.2585188793,3030721.674977349,19403.858411477177,4250082.808938086,102873.57412147123,2985.450677392355
2009-04-07,64,Tuesday,0,0,0,0,0,0,0,4.15888308335967,1921916.4391390197,263609.53391663276,3398.7385695948647,4622530.745865389,864580.7618129703,17646.467508106936,4162665.711869285,117080.63966552669,2942.1187048475817
2009-04-08,65,Wednesday,0,0,0,0,0,0,0,4.17438726989564,1719396.3451647456,303289.1845326224,4390.405738029826,3968506.8173957034,864580.7618129703,15948.966202849235,4744157.135536934,123932.9198818923,3045.8284654582944
2009-04-09,66,Thursday,0,0,0,0,0,0,0,4.18965474202643,1847101.765405068,370319.44319320924,7283.844485845225,5373882.181293283,1725981.6094583564,24793.91806034421,4814984.174514649,128758.17738849211,3866.0329122950975
2009-04-10,67,Friday,0,0,0,0,0,0,0,4.20469261939097,2345868.6172955083,482134.4339932858,7799.554361319851,8188296.621435196,3349995.5316133574,27581.569234255563,6893430.22391584,236660.51895565772,4701.998397316072
2009-04-11,68,Saturday,0,0,0,0,0,0,0,4.21950770517611,3013566.2858029734,639613.6537625754,7818.849274140784,10452261.137447005,3812678.4245923557,36267.14115319395,6297855.861144143,212784.3381362284,5144.758171626123
2009-04-12,69,Sunday,0,0,0,0,0,0,0,4.23410650459726,2246726.429276576,400508.3438585885,5290.759773241132,9196024.391772095,3295262.647246453,24049.768271056953,4487852.4399974365,164241.66721168847,4041.877186419131
2009-04-13,70,Monday,0,0,0,0,0,0,0,4.24849524204936,2036592.2006112435,270358.70755757485,4967.249854988499,6127135.278570631,3949914.8144648923,17647.295599157816,4035792.8338234765,129270.4881111275,4067.7232375137655
2009-04-14,71,Tuesday,0,0,0,0,0,0,0,4.26267987704132,1692291.5024301999,289565.74155517144,4773.3450952337835,6507863.749179683,2967089.423733685,16150.46330151941,3398186.4128940147,126535.40987749226,2901.102129102839
2009-04-15,72,Wednesday,0,0,0,0,0,0,0,4.27666611901606,1767340.862835513,290053.1935203157,4605.928492293615,5871272.358227916,1849382.5733468498,16914.496083061684,4313473.868380819,116787.0278243491,2966.030329752684
2009-04-16,73,Thursday,0,0,0,0,0,0,0,4.29045944114839,2040883.2109579502,333815.63053253025,5042.866077907587,5425100.454611293,2101226.076147214,18881.50646157013,4120374.0262002894,121545.33225457346,3820.809069510291
2009-04-17,74,Friday,0,0,0,0,0,0,0,4.30406509320417,2798574.643465198,470400.3671341932,7768.73010137514,6730793.6618419895,2562679.2408247357,22919.655692813812,6473481.08918602,203101.21910261954,5049.912878613755
2009-04-18,75,Saturday,0,0,0,0,0,0,0,4.31748811353631,2870396.876641346,619084.3254421351,11050.863796383017,9094435.914508913,2884940.453662518,27972.134258158385,5380070.355302318,194084.9650085811,5481.057283579073
2009-04-19,76,Sunday,0,0,0,0,0,0,0,4.33073334028633,2303203.8505811826,417473.5897282758,6978.091926643632,6255800.611649661,1597893.3006885755,20633.50694607021,4272398.499915006,139114.0119187597,5338.039434354888
2009-04-20,77,Monday,0,0,0,0,0,0,0,4.34380542185368,1971819.7705847286,290868.3160916444,4476.144217500494,4771759.569132272,1827720.871938618,16227.522950503684,4180124.7185687674,93134.6346962346,3764.938308989735
2009-04-21,78,Tuesday,0,0,0,0,0,0,0,4.35670882668959,1660875.8763355,271095.68568764545,4554.505543187339,4691034.649311478,2794747.3833710616,17243.954080748248,4597105.3997331755,111121.84343432743,3358.137388636916
2009-04-22,79,Wednesday,0,0,0,0,0,0,0,4.36944785246702,1710669.3720656373,294090.71103866806,3883.0898253930845,4230277.593379284,2667224.0771538727,23920.59121994253,4915167.776367354,105930.65232929357,2595.369553441055
2009-04-23,80,Thursday,0,0,0,0,0,0,0,4.38202663467388,1798351.532432038,389675.3024495441,5616.417749875712,5708803.285740903,5445037.781310116,26059.13967469494,4453263.742166741,126985.02982798705,3742.624068802973
2009-04-24,81,Friday,0,0,0,0,0,0,0,4.39444915467244,2675560.0169452233,568934.2726236004,7784.602705296037,8737649.231354918,6454992.833825126,32000.07176452964,6700549.001251804,235360.79091244814,5267.550636146223
2009-04-25,82,Saturday,0,0,0,0,0,0,0,4.40671924726425,2976638.4412093065,649422.5189061329,9738.031077007909,9326204.032491611,5023392.965261501,32017.00111901849,6212989.6900493,209734.2744484777,5728.77141977308
2009-04-26,83,Sunday,0,0,0,0,0,0,0,4.4188406077966,2151899.343030979,463695.02191019786,5842.069677006402,7603890.07845973,4055405.521035051,21349.093246908888,4150079.6861323076,163962.8211932601,3976.0829452823446
2009-04-27,84,Monday,0,0,0,0,0,0,0,4.43081679884331,1817623.2692025208,292826.1816519103,3991.3541116739693,6556586.9882896375,2793792.064154238,20164.497397375257,3600245.127591533,155548.58105387996,3220.724495629023
2009-04-28,85,Tuesday,0,0,0,0,0,0,0,4.44265125649032,1847620.8919870616,288009.03040487773,5761.019023877873,5338985.588995333,5912656.453960934,23000.421786587045,3919046.1669264077,139096.8389291988,3032.6975312533077
2009-04-29,86,Wednesday,0,0,0,0,0,0,0,4.45434729625351,1826989.345253644,329719.74965284416,4645.743272884215,4450815.537697449,4509275.238288114,16225.902104225714,4658117.032152666,130159.3113319756,3326.0587976886227
2009-04-30,87,Thursday,0,0,0,0,0,0,0,4.46590811865458,1745252.731474854,350325.71715292707,4651.149425015241,5898838.534739868,1880404.350136846,21389.21601477385,4340039.742477761,130402.99720753425,3927.441989460297
2009-05-01,88,Friday,0,0,0,0,0,0,0,4.47733681447821,2512154.3144649495,449687.478806263,7828.706812760929,7845785.17568211,1578367.5814747133,21436.28272888919,6483048.949055657,183368.64701144345,5388.446780004529
2009-05-02,89,Saturday,0,0,1,0,0,0,0,4.48863636973214,2567189.8813200607,570794.1358594608,8112.291570324198,9574574.9034969,7180145.756278514,21790.58937008852,5586906.625548265,187735.72758511797,5842.004030938128
2009-05-03,90,Sunday,0,0,1,0,0,0,0,4.49980967033027,2099846.142257438,353913.3680075843,4665.656451687798,6528826.1325166,6964599.820840556,16876.318150538787,4408990.404198584,154822.9799905846,3333.3968459263906
2009-05-04,91,Monday,0,0,0,0,0,0,0,4.51085950651685,1930639.4392402987,255136.4795952497,5039.2652486730385,4666584.260695883,1481249.5868938335,18277.029580963295,3515315.1470563323,142428.60348324146,3282.4988899427176
2009-05-05,92,Tuesday,0,0,0,0,0,0,0,4.52178857704904,2004945.1131394275,225753.2725873226,3799.2606703226047,4959134.236253517,2134745.6224928563,17517.682617700164,4064015.727900003,127338.03513120968,3399.6536648290426
2009-05-06,93,Wednesday,0,0,0,0,0,0,0,4.53259949315326,1834563.893897992,274096.0214953933,4917.806169376517,5417579.492746323,2287410.2708286433,19106.57499068565,4633410.223096824,105187.26960510886,3340.903222562654
2009-05-07,94,Thursday,0,0,0,0,0,0,0,4.54329478227,1779012.990919238,374023.7269716741,5377.951683765203,6760322.481531531,3128385.2654493502,20453.785737834147,4244067.587776585,113505.71516572265,2650.1178674269786
2009-05-08,95,Friday,0,0,0,0,0,0,0,4.55387689160054,2099208.8984426283,557101.6370142336,8366.09312535447,9506929.45648147,6407214.78580224,26445.956059778255,6051863.415258793,195413.02367517404,3382.058299138735
2009-05-09,96,Saturday,0,0,0,0,0,0,0,4.56434819146784,2402892.2569038253,592826.2576327326,9048.49444027343,9625895.964923974,13660240.252732258,27969.741349899003,5585062.160168672,237839.58060887337,4652.789665153189
2009-05-10,97,Sunday,0,0,0,0,0,0,0,4.57471097850338,2053122.7798680058,450360.4788848112,7676.746026302244,6870107.805380267,5310212.373126914,21074.455104033506,4260847.600087056,160930.94898176758,3558.1503823129374
2009-05-11,98,Monday,0,0,0,0,0,0,0,4.58496747867057,1764279.1865434218,311173.16692395334,4350.018661534852,4013181.421023124,1300665.775595347,17352.42065992349,3855676.00227825,138692.016376936,3440.862203994749
2009-05-12,99,Tuesday,0,0,0,0,0,0,0,4.59511985013459,1914253.713801417,283075.65143809334,5235.13304010225,3455948.3955834163,1800114.637210848,16036.89187295567,3522605.7518030885,121674.10343509687,4172.409438066107
2009-05-13,100,Wednesday,0,0,0,0,0,0,0,4.60517018598809,1685969.681726114,291525.49068983155,4450.615790805963,3330241.5842980137,2621801.8175759446,15589.396988618635,4045913.0906883036,129985.16464080579,3724.970411918184
2009-05-14,101,Thursday,0,0,0,0,0,0,0,4.61512051684126,1725880.1916663235,339506.74300646095,5225.074095881998,5182538.767197396,3099599.917554263,15318.581018161161,4116399.062711578,144981.35403494618,3832.2877708606534
2009-05-15,102,Friday,0,0,0,0,0,0,0,4.62497281328427,2312376.4250887334,443132.88879256166,7913.058385685823,8267391.490841225,5002993.6953047095,19932.478567160553,6133360.755719306,220038.48427726305,4092.9442518963783
2009-05-16,103,Saturday,0,0,0,0,0,0,0,4.63472898822964,2821572.426589123,597435.3081471757,10257.133528790035,8258460.310391162,2644072.3322699275,20759.599309778547,5906693.836884901,208737.52112640967,5096.6708516586195
2009-05-17,104,Sunday,0,0,0,0,0,0,0,4.64439089914137,2119766.5414998583,420895.72053070215,6458.552963920786,5795941.733148874,3702986.6658259514,21078.10672558696,4084920.804349235,133014.48743983312,3648.7496093056448
2009-05-18,105,Monday,0,0,0,0,0,0,0,4.65396035015752,1617604.8557463975,265604.1642094382,3473.389426721944,3866170.1411251253,4445764.502614952,17354.184908477324,3787941.1947500897,142885.87504220288,2607.5123743854842
2009-05-19,106,Tuesday,0,0,0,0,0,0,0,4.66343909411207,1574486.6273206454,244499.04356003128,4149.573021660154,4593699.971799702,2822104.470164073,16524.23233139303,3697157.224002236,136521.12975536883,2636.7505934423853
2009-05-20,107,Wednesday,0,0,0,0,0,0,0,4.67282883446191,1552705.0789641314,256911.45753685376,4765.618765751429,4067255.091526175,2539315.0977925803,17856.32468233468,4545813.893457526,128365.73458136737,3017.7754402229157
2009-05-21,108,Thursday,0,0,0,0,0,0,0,4.68213122712422,1703973.8617400199,314113.4179533067,4926.996455959016,5587659.55501982,4518946.445078877,22807.334312668754,4310325.016939483,118348.76428679435,4159.457421973552
2009-05-22,109,Friday,0,0,0,0,0,0,0,4.69134788222914,2281516.727949981,471361.35932237055,9067.107675259751,10761962.121548153,3425638.3178764423,23127.547835428453,6529673.146360258,174307.7457389081,4708.3353908059435
2009-05-23,110,Saturday,0,0,0,1,0,0,0,4.70048036579242,3595280.517515991,809399.0317325976,11855.125132977313,13458842.456615679,5738325.068413475,22809.058698116776,6934295.8551789755,191770.04541651826,5723.891592034642
2009-05-24,111,Sunday,0,0,0,1,0,0,0,4.70953020131233,2974032.831536339,509035.58622870327,8029.089272775101,8725988.38939115,3794593.609670661,19931.762501595113,4717188.840185254,151166.8810810869,4560.385221049091
2009-05-25,112,Monday,0,0,0,1,0,0,0,4.71849887129509,2619846.8936744384,376580.8462124301,6874.479323698507,4887303.51952013,2695929.3139943806,14222.970396733635,4300302.120618571,117740.36530607709,3585.167462165213
2009-05-26,113,Tuesday,0,0,0,0,0,0,0,4.72738781871234,1654768.3084492718,312403.5029054914,5519.8683749258935,5375006.737733885,3323872.7134185825,13224.482127173787,3386666.012910353,126168.70616291043,2897.2214610509645
2009-05-27,114,Wednesday,0,0,0,0,0,0,0,4.7361984483945,1618050.734616735,320234.97882822895,3483.471683480617,6230959.625282367,1455213.1299869367,14864.157181619616,4291786.770637748,125825.28883105773,2849.6602164400606
2009-05-28,115,Thursday,0,0,0,0,0,0,0,4.74493212836325,1731514.767832004,384119.0156164732,4956.262404020873,7444604.428793858,1755512.962634536,13501.663612453493,3507415.7260182723,143013.24616360164,3503.7787459317024
2009-05-29,116,Friday,0,0,0,0,0,0,0,4.75359019110636,2067575.4772988746,567819.2686253279,6843.250058949559,9745302.619702583,4027338.9210334024,24894.915356937698,5888784.983078399,237757.48034270876,4676.968998919379
2009-05-30,117,Saturday,0,0,0,0,0,0,0,4.76217393479776,2282039.322750823,645634.127159554,8181.577779917249,9949530.483604787,2261670.4777645795,30751.3513103272,5459409.037172111,201693.7613921826,4912.026532596274
2009-05-31,118,Sunday,0,0,0,0,0,0,0,4.77068462446567,2053662.5312704477,442767.04403265775,6240.084532598124,7615618.395728234,2670582.3100709515,28605.487816771478,4664625.226544631,146909.7420860775,4526.506096437998
2009-06-01,119,Monday,0,0,0,0,0,0,0,4.77912349311153,1739318.9835213514,321192.7195130197,4723.852822634626,6171236.67483842,1343905.9457052692,20903.455057853047,3521041.2239808417,136461.74154296992,3473.3552309283427
2009-06-02,120,Tuesday,0,0,0,0,0,0,0,4.78749174278205,1787138.41578995,280897.4770241498,4416.035897156813,4817856.13915509,1016674.0319210996,21335.388716378817,3562920.096952591,131083.13971256363,3649.623630862185
2009-06-03,121,Wednesday,0,0,0,0,0,0,0,4.79579054559674,1857934.7291858045,280298.4610414384,6699.788940682321,3460048.045873834,961224.0990084329,17732.861352714695,3793749.070604793,110734.06549907022,3798.4672290850176
2009-06-04,122,Thursday,0,0,0,0,0,0,0,4.80402104473326,2067352.9121822054,311430.9929302702,6086.725800787854,5941043.720222983,1303879.0858523478,19470.78925183047,4229580.60239432,122850.04722693659,4940.428729159493
2009-06-05,123,Friday,0,0,0,0,0,0,0,4.81218435537242,2691835.8365551187,467585.92177741555,9880.298523430727,9116985.915794509,1761276.3371345156,23066.917652532666,6136510.189488753,192508.02797293407,4962.261815557541
2009-06-06,124,Saturday,0,0,0,0,0,0,0,4.82028156560504,2797475.6149298474,603153.8496121358,11542.201300547798,7374513.238883196,1516995.1874981176,20440.03594508978,5709350.8202691,213820.16871694205,6678.066291206996
2009-06-07,125,Sunday,0,0,0,0,0,0,0,4.8283137373023,2208026.1937712627,384215.2954166851,6722.347576735166,5441057.509573904,1289596.7607727314,17340.073235048978,4506664.818172613,159361.72379429569,3721.6151551159905
